ID,Business,Year_Of_Commitment ,Guaranteed_Approved _Loan,Borrower_Name ,Low_Documentation_Loan,Demography,ChargedOff_Amount ,Count_Employees,Classification_Code ,Loan_Approved_Gross,Gross_Amount_Disbursed  ,Loan_Term,Code_Franchise,Name_Of_Bank,Revolving_Credit_Line,Target
140,Existing,2006,Rs.1016000.0,"Siegman Investments, Inc.",No,Urban,Rs.1758817.92,3,561730,Rs.2032000.0,Rs.7713146.88,46,0,Dhanlaxmi Bank Ltd.,Yes,1
141,Existing,2011,Rs.4064000.0,Pyramid Food Services Corp.,No,Urban,Rs.0.0,18,424490,Rs.8128000.0,Rs.8172866.5600000005,126,0,Dhanlaxmi Bank Ltd.,Yes,0
142,Existing,2002,Rs.1422400.0,KLA ENVIRONMENTAL CONSULTING I,No,Urban,Rs.0.0,4,541620,Rs.2844800.0,Rs.2844800.0,126,1,Canara Bank,Yes,0
143,Existing,2003,Rs.5181600.0,WEST COAST MUFFLER & TIRE,Yes,Rural,Rs.0.0,2,811111,Rs.6096000.0,Rs.6096000.0,126,1,Subhadra Local Bank Ltd,0,0
144,Existing,2010,Rs.12679680.0,Monterrey Washateria,No,Urban,Rs.0.0,1,812310,Rs.16906240.0,Rs.16906240.0,450,0,Dakshin Bihar Gramin Bank,No,0
145,New,1998,Rs.4265574.4,EAGLE VENDING,Yes,Undefined,Rs.0.0,1,454210,Rs.5331968.0,Rs.5331968.0,104,1,Ellaquai Dehati Bank,0,0
146,Existing,1995,Rs.13817600.0,DRAYER'S LIQUID TRANSPORT,No,Undefined,Rs.0.0,3,0,Rs.16256000.0,Rs.16256000.0,126,1,Himachal Pradesh Gramin Bank,,0
147,New,2007,Rs.1828800.0,"Blank Canvas Construction, LLC",No,Urban,Rs.3129686.4,2,236116,Rs.3657600.0,Rs.7822224.64,48,0,Dhanlaxmi Bank Ltd.,Yes,1
148,Existing,2008,Rs.812800.0,LINDA'S USED APPLIANCES,No,Urban,Rs.1625600.0,4,443111,Rs.1625600.0,Rs.4279960.96,62,0,Karur Vysya Bank Ltd.,Yes,1
149,Existing,2005,Rs.41940480.0,SENSATION SPAS INC,No,Urban,Rs.0.0,18,453998,Rs.41940480.0,Rs.41940480.0,360,1,J&K Grameen Bank,0,0
150,New,2007,Rs.1016000.0,Phantoms Corporation,No,Urban,Rs.2023303.04,4,512210,Rs.2032000.0,Rs.2032000.0,106,0,Dhanlaxmi Bank Ltd.,Yes,1
151,Existing,1994,Rs.13817600.0,PARCEL PLUS INC.,No,Undefined,Rs.0.0,150,0,Rs.16256000.0,Rs.16256000.0,126,1,Jharkhand Rajya Gramin Bank,No,0
152,Existing,1989,Rs.9753600.0,HUNTER'S WORLD WIDE SYS INC.,No,Undefined,Rs.0.0,18,0,Rs.13004800.0,Rs.13004800.0,256,1,Karnataka Gramin Bank,No,0
153,Existing,2007,Rs.2641600.0,FIDDLER ON THE ROOF,No,Urban,Rs.5151607.68,1,238160,Rs.5283200.0,Rs.10560710.4,81,1,IDBI Bank Limited,Yes,1
154,New,2007,Rs.863600.0,CYNTHIA CALHOUN LCSW,No,Urban,Rs.969751.68,1,621330,Rs.1016000.0,Rs.1016000.0,147,1,FINO Payments Bank Ltd,0,1
155,Existing,2006,Rs.54864000.0,OILMATIC OF NEW JERSEY AND EAS,No,Urban,Rs.0.0,9,424490,Rs.73152000.0,Rs.73152000.0,189,1,Karnataka Vikas Gramin Bank,0,0
156,Existing,2006,Rs.609600.0,TERRY DE LOYE EXCAVATING,No,Urban,Rs.0.0,1,238910,Rs.1219200.0,Rs.1219200.0,126,1,IDFC FIRST Bank Limited,Yes,0
157,Existing,2007,Rs.4064000.0,WALL DECOR CORPORATION DBA CUS,No,Urban,Rs.6114694.4,4,323110,Rs.8128000.0,Rs.8128000.0,76,0,Subhadra Local Bank Ltd,No,1
158,Existing,2006,Rs.2032000.0,DAN MILLER ENTERPRISES,No,Urban,Rs.0.0,12,315999,Rs.4064000.0,Rs.4064000.0,126,1,Kerala Gramin Bank,0,0
159,Existing,1990,Rs.60960000.0,THE RESTAURANT SCHOOL,No,Undefined,Rs.0.0,24,0,Rs.60960000.0,Rs.60960000.0,360,1,Madhya Pradesh Gramin Bank,No,0
160,Existing,2000,Rs.29809440.0,DAIRY QUEEN AND JOSEPH M ZUBER,No,Urban,Rs.0.0,14,0,Rs.39745920.0,Rs.39745920.0,423,21780,Madhyanchal Gramin Bank,0,0
161,New,2012,Rs.2032000.0,"Lux Family Chiropractic, S.C.",No,Urban,Rs.0.0,0,621310,Rs.4064000.0,Rs.4064000.0,126,0,Maharashtra Gramin Bank,No,0
162,Existing,2004,Rs.406400.0,THE SOLUTIONS GROUP LLC,No,Urban,Rs.0.0,1,541213,Rs.812800.0,Rs.812800.0,126,1,ICICI Bank Ltd.,Yes,0
163,Existing,2008,Rs.1016000.0,"Arora Enterprises, LLC",No,Urban,Rs.2031593.6,0,445299,Rs.2032000.0,Rs.4266956.16,20,0,Paytm Payments Bank Ltd,Yes,1
164,Existing,2006,Rs.1422400.0,"KQ GENERAL, INC.",No,Urban,Rs.1202944.0,5,447110,Rs.2844800.0,Rs.2844800.0,34,0,Subhadra Local Bank Ltd,No,1
165,Existing,2004,Rs.2032000.0,LAW OFFICES OF BRADLEY J HOFLA,No,Urban,Rs.0.0,7,541110,Rs.4064000.0,Rs.12217765.76,126,1,ICICI Bank Ltd.,Yes,0
166,Existing,1996,Rs.24993600.0,PHIL'S AT JUDGE'S HOTEL,No,Undefined,Rs.0.0,12,0,Rs.33324800.0,Rs.33324800.0,450,1,IDBI Bank Limited,0,0
167,New,1997,Rs.15849600.0,GOLD'S GYM OF ROSWELL,No,Undefined,Rs.0.0,1,713940,Rs.21132800.0,Rs.21132800.0,180,34850,Airtel Payments Bank Ltd,0,0
168,New,2007,Rs.406400.0,SBP of Brevard Inc.,No,Rural,Rs.812800.0,4,722211,Rs.812800.0,Rs.812800.0,105,10528,ICICI Bank Ltd.,Yes,1
169,New,1997,Rs.12192000.0,LUBE EXPRESS,No,Undefined,Rs.0.0,3,0,Rs.16256000.0,Rs.16256000.0,324,1,Manipur Rural Bank,No,0
170,Existing,2005,Rs.1016000.0,"AFFINITY TITLE AGENCY, INC.",No,Urban,Rs.1591950.08,4,541191,Rs.2032000.0,Rs.2040128.0,51,1,City Union Bank Ltd.,Yes,1
171,Existing,2011,Rs.12419584.0,"Wood Orthodontics, P.C.",No,Urban,Rs.0.0,8,621210,Rs.24839168.0,Rs.24091392.0,90,0,Dhanlaxmi Bank Ltd.,No,0
172,Existing,2009,Rs.1422400.0,"El Paso Southwest Outdoor, Inc",No,Urban,Rs.0.0,1,541850,Rs.2844800.0,Rs.2844800.0,75,0,Meghalaya Rural Bank,No,0
173,Existing,2005,Rs.345440.0,HEAVEN'S HIDE-AWAY DAYCARE,No,Urban,Rs.0.0,1,624410,Rs.406400.0,Rs.406400.0,126,1,Tamilnad Mercantile Bank Ltd.,0,0
174,Existing,2006,Rs.103144320.0,BRITT TEXACO,No,Urban,Rs.0.0,1,447110,Rs.103144320.0,Rs.103144320.0,360,1,Mizoram Rural Bank,0,0
175,New,2007,Rs.1828800.0,"A2J4 Thai Express, Inc.",No,Urban,Rs.2442138.88,5,722110,Rs.3657600.0,Rs.3657600.0,63,0,ICICI Bank Ltd.,No,1
176,New,2006,Rs.406400.0,Kerby Davis dba K.D.'s Fish &,No,Rural,Rs.811093.12,1,722110,Rs.812800.0,Rs.1454912.0,80,0,ICICI Bank Ltd.,Yes,1
177,Existing,1993,Rs.9144000.0,BIKELINE WEST CHESTER,No,Undefined,Rs.0.0,1,451110,Rs.10160000.0,Rs.10160000.0,126,10505,Nagaland Rural Bank,No,0
178,Existing,2007,Rs.2032000.0,Baker Transport,No,Urban,Rs.0.0,1,484110,Rs.4064000.0,Rs.4064000.0,90,0,Fincare Small Finance Bank Ltd.,No,0
179,New,2006,Rs.1422400.0,Royal Palm Arcade LLC,No,Urban,Rs.2452542.72,2,713990,Rs.2844800.0,Rs.3576320.0,99,0,ICICI Bank Ltd.,T,1
180,New,2005,Rs.8152384.0,ALPHA OMEGA MEDICAL,Yes,Urban,Rs.0.0,8,423450,Rs.9591040.0,Rs.9591040.0,126,1,Odisha Gramya Bank,0,0
181,Existing,2001,Rs.4064000.0,TECHNOLOGY ALTERNATIVES INC,No,Urban,Rs.0.0,2,541511,Rs.8128000.0,Rs.14386560.0,72,1,ICICI Bank Ltd.,Yes,0
182,Existing,1998,Rs.5449417.6,STIXX BILLARDS,No,Undefined,Rs.29956719.36,18,0,Rs.44704000.0,Rs.44704000.0,117,1,Paschim Banga Gramin Bank,0,1
183,Existing,1999,Rs.21457920.0,"KAZMIERCZAK FUNERAL HOME, INC.",No,Undefined,Rs.0.0,2,0,Rs.28610560.0,Rs.28610560.0,272,1,Fincare Small Finance Bank Ltd.,No,0
184,Existing,1992,Rs.10793984.0,APACHE CYCLE SALES,No,Undefined,Rs.0.0,4,441221,Rs.13492480.0,Rs.13492480.0,360,90950,Karur Vysya Bank Ltd.,No,0
185,Existing,1998,Rs.81280000.0,ALPHA PACKAGING SYSTEMS,No,Undefined,Rs.0.0,68,326150,Rs.81280000.0,Rs.81280000.0,360,1,Prathama U.P. Gramin Bank,No,0
186,Existing,2003,Rs.87132160.0,ELMBROOK MOBIL,No,Rural,Rs.0.0,10,447110,Rs.87132160.0,Rs.87132160.0,360,1,Puduvai Bharathiar Grama Bank,No,0
187,Existing,2004,Rs.6096000.0,J C WORLD FABRIC INC,No,Urban,Rs.8555939.2,9,424310,Rs.12192000.0,Rs.12192000.0,63,1,Tamilnad Mercantile Bank Ltd.,0,1
188,New,2006,Rs.48402240.0,PETLAND AT SONTERRA,No,Urban,Rs.52416659.2,3,453910,Rs.64536320.0,Rs.64536320.0,134,1,Punjab Gramin Bank,0,1
189,Existing,2005,Rs.1016000.0,THE UPS STORE #4658,No,Urban,Rs.0.0,3,488991,Rs.2032000.0,Rs.2939572.48,126,1,Karur Vysya Bank Ltd.,Yes,0
190,Existing,2005,Rs.406400.0,SUNTEL COMMUNICATIONS INC,No,Urban,Rs.812068.48,1,517410,Rs.812800.0,Rs.4916708.48,44,1,Karur Vysya Bank Ltd.,Yes,1
191,Existing,2005,Rs.4064000.0,"C & C Pet Food, Inc.",No,Urban,Rs.0.0,4,453910,Rs.8128000.0,Rs.13817600.0,18,1,Rajasthan Marudhara Gramin Bank,Yes,0
192,Existing,2004,Rs.3048000.0,CASH CONVERTERS,No,Urban,Rs.0.0,6,453310,Rs.6096000.0,Rs.6828170.24,126,1,City Union Bank Ltd.,Yes,0
193,New,2007,Rs.690880.0,"NATIONAL KEY RECOVERY SERVICE,",No,Urban,Rs.682833.28,2,524298,Rs.812800.0,Rs.812800.0,58,0,Karur Vysya Bank Ltd.,No,1
194,Existing,2005,Rs.3019552.0,INTERNATIONAL BELLOWS INC,No,Urban,Rs.0.0,5,332312,Rs.6039104.0,Rs.6039104.0,90,1,Au Small Finance Bank Ltd.,0,0
195,Existing,1986,Rs.10624921.6,ASPEN INN,No,Undefined,Rs.9163100.8,3,0,Rs.13281152.0,Rs.13281152.0,270,0,IDBI Bank Limited,No,1
196,New,2006,Rs.1016000.0,Amigos Deli Inc,No,Urban,Rs.2032000.0,4,722310,Rs.2032000.0,Rs.2844800.0,96,0,Saptagiri Grameena Bank,Yes,1
197,Existing,2004,Rs.1625600.0,EXPORT CENTER CORPORATION,No,Urban,Rs.3194385.2800000003,3,423450,Rs.3251200.0,Rs.3251200.0,54,1,ICICI Bank Ltd.,T,1
198,Existing,2000,Rs.21945600.0,PACIFIC PETROLEUM EQUIPMENT,No,Urban,Rs.0.0,5,333132,Rs.29260800.0,Rs.29260800.0,180,1,IDBI Bank Limited,0,0
199,Existing,2002,Rs.10972800.0,"HEARTLAND PACKAGING, INC.",No,Rural,Rs.0.0,7,326113,Rs.12192000.0,Rs.12192000.0,18,1,Sarva Haryana Gramin Bank,Yes,0
200,Existing,2010,Rs.995680.0,MINI MART,No,Urban,Rs.0.0,3,445120,Rs.1991360.0,Rs.1991360.0,90,0,Karur Vysya Bank Ltd.,No,0
201,Existing,1997,Rs.18288000.0,JENNER INN & COTTAGES,No,Undefined,Rs.0.0,11,0,Rs.24384000.0,Rs.24384000.0,450,1,Nainital bank Ltd.,0,0
202,Existing,2007,Rs.4064000.0,FOR YOU NEW YORK INC,No,Urban,Rs.0.0,3,423990,Rs.8128000.0,Rs.8128000.0,126,1,Saurashtra Gramin Bank,0,0
203,New,1997,Rs.2275840.0,BLACKBURN SAMPLING INDUS. INC.,Yes,Undefined,Rs.0.0,1,0,Rs.2844800.0,Rs.2844800.0,90,1,Tamil Nadu Grama Bank,No,0
204,New,2005,Rs.15849600.0,OSTERVILLE HARDWARE,No,Rural,Rs.0.0,7,444130,Rs.21132800.0,Rs.21132800.0,126,1,Telangana Grameena Bank,No,0
205,Existing,1989,Rs.15890240.0,KINDY OPTICAL,No,Undefined,Rs.0.0,4,0,Rs.18694400.0,Rs.18694400.0,180,0,Export-Import Bank of India,No,0
206,Existing,2007,Rs.1219200.0,BRIAN SCHWARTZ INDEPENDENT CON,No,Urban,Rs.2436205.44,1,711410,Rs.2438400.0,Rs.9917216.64,80,0,Karur Vysya Bank Ltd.,Yes,1
207,Existing,2001,Rs.20401280.0,ELLIOTT & PARK/THOMAS&REYNOLDS,No,Urban,Rs.0.0,7,541110,Rs.20401280.0,Rs.20401280.0,360,1,Tripura Gramin Bank,No,0
208,Existing,2001,Rs.58684160.0,"F & H ENTERPRISES, LLC",No,Urban,Rs.0.0,3,493120,Rs.58684160.0,Rs.58684160.0,360,1,Uttar Bihar Gramin Bank,No,0
209,Existing,1997,Rs.9144000.0,THE INN AT THE FALLS,No,Undefined,Rs.0.0,10,0,Rs.12192000.0,Rs.12192000.0,381,1,Utkal Grameen Bank,No,0
210,Existing,2000,Rs.707136.0,VALLEY SHOE REPAIR,No,Urban,Rs.1154988.8,1,811430,Rs.1414272.0,Rs.1414272.0,81,1,Bandhan Bank Ltd.,No,1
211,Existing,2002,Rs.79248000.0,"EASTERLING WOOD PRODUCTS, INC.",No,Rural,Rs.0.0,26,321113,Rs.105664000.0,Rs.105664000.0,180,1,Uttarbanga Kshetriya Gramin Bank,No,0
212,Existing,2005,Rs.203200.0,"DOUBLE C TRUCKING, INC.",No,Urban,Rs.0.0,4,484210,Rs.406400.0,Rs.599765.12,126,1,City Union Bank Ltd.,Yes,0
213,Existing,2005,Rs.1219200.0,KINDWALD LAW OFFICES PC,No,Urban,Rs.2290226.56,3,541110,Rs.2438400.0,Rs.5616285.44,18,1,IDBI Bank Limited,Yes,1
214,Existing,1996,Rs.14935200.0,"Groth Manufacturing, Inc.",No,Undefined,Rs.0.0,11,0,Rs.19913600.0,Rs.19913600.0,180,1,ESAF Small Finance Bank Ltd.,0,0
215,New,2006,Rs.12192000.0,DREAM DINNERS,No,Rural,Rs.13939520.0,4,424410,Rs.16256000.0,Rs.16256000.0,147,25360,Vidharbha Konkan Gramin Bank,No,1
216,Existing,2008,Rs.4145280.0,JAJD TRUCKING INC,No,Rural,Rs.0.0,1,484110,Rs.4876800.0,Rs.4876800.0,90,0,Uttarakhand Gramin Bank,No,0
217,New,2001,Rs.49987200.0,FACTORY SURPLUS DEPOT,No,Rural,Rs.0.0,22,442110,Rs.49987200.0,Rs.49987200.0,360,1,Australia and New Zealand Banking Group Ltd.,No,0
218,Existing,2004,Rs.203200.0,DIMEGLIO BUILDERS LLC,No,Urban,Rs.0.0,3,236115,Rs.406400.0,Rs.679013.12,126,1,City Union Bank Ltd.,Yes,0
219,Existing,1994,Rs.39684960.0,EAGLE TRANSPORTATION SERVICES,No,Undefined,Rs.0.0,11,493120,Rs.56692800.0,Rs.56692800.0,369,1,Paytm Payments Bank Ltd,No,0
220,New,1994,Rs.4096512.0,"EVERETT COMPANY, INC.",No,Undefined,Rs.0.0,3,0,Rs.4551680.0,Rs.4256064.64,338,1,IDBI Bank Limited,No,0
221,New,2002,Rs.3295497.6,RUSTIC ELEGANCE,No,Rural,Rs.0.0,2,453220,Rs.3877056.0,Rs.3877056.0,90,1,National Australia Bank,No,0
222,Existing,2006,Rs.13716000.0,A & R SERVICES INC,No,Rural,Rs.16577950.08,11,238220,Rs.18288000.0,Rs.18288000.0,140,1,Bank of Bahrain & Kuwait BSC,0,1
223,Existing,2008,Rs.2032000.0,THE FULFILLMENT COMPANY,No,Urban,Rs.0.0,9,561990,Rs.4064000.0,Rs.4064000.0,126,1,AB Bank Ltd.,0,0
224,Existing,1999,Rs.1056640.0,LUCKY 5,No,Undefined,Rs.0.0,2,0,Rs.2113280.0,Rs.2113280.0,126,1,Sonali Bank Ltd. %,0,0
225,Existing,1998,Rs.6502400.0,"HARRIS SECURITY AGENCY, INC.",Yes,Undefined,Rs.5403982.08,19,0,Rs.8128000.0,Rs.8128000.0,124,1,Bank of Nova Scotia,No,1
226,Existing,2003,Rs.812800.0,COLOR COATINGS,No,Urban,Rs.0.0,1,332812,Rs.1625600.0,Rs.5897026.5600000005,126,1,City Union Bank Ltd.,Yes,0
227,New,2005,Rs.345440.0,International Landscaping LLC,No,Rural,Rs.0.0,1,561730,Rs.690880.0,Rs.690880.0,126,1,ICICI Bank Ltd.,No,0
228,Existing,2004,Rs.406400.0,GAREGIN BASILYAN,No,Urban,Rs.0.0,1,722330,Rs.812800.0,Rs.812800.0,126,1,ICICI Bank Ltd.,Yes,0
229,Existing,1990,Rs.8014208.0,"SHO-ME CONTAINER, INC.",No,Undefined,Rs.0.0,2,422130,Rs.9428480.0,Rs.9428480.0,126,1,Industrial & Commercial Bank of China Ltd. #,No,0
230,Existing,2007,Rs.1422400.0,Precision Grading,No,Urban,Rs.0.0,2,561499,Rs.2844800.0,Rs.4472675.84,126,0,ICICI Bank Ltd.,Yes,0
231,Existing,2005,Rs.6096000.0,JAKE'S DRY GOODS,No,Urban,Rs.0.0,22,424310,Rs.12192000.0,Rs.12192000.0,126,1,Tamilnad Mercantile Bank Ltd.,Yes,0
232,Existing,2007,Rs.4064000.0,"STALLINGS HOMES, INC.",No,Urban,Rs.6371701.76,4,236115,Rs.8128000.0,Rs.8128000.0,75,0,Subhadra Local Bank Ltd,No,1
233,Existing,2003,Rs.3048000.0,HENRIETTA ANIMAL HOSPITAL,No,Urban,Rs.0.0,9,541940,Rs.4064000.0,Rs.4064000.0,90,1,Fincare Small Finance Bank Ltd.,0,0
234,Existing,1995,Rs.3637280.0,STAFFING SOLUTIONS,Yes,Undefined,Rs.0.0,104,0,Rs.4064000.0,Rs.4064000.0,126,1,BNP Paribas,No,0
235,New,2006,Rs.1625600.0,INSIGHT INTERNATIONAL INC,No,Urban,Rs.0.0,5,446191,Rs.3251200.0,Rs.5558901.76,126,1,Credit Agricole Corporate & Investment Bank #,Yes,0
236,Existing,1988,Rs.9144000.0,DOUBLE DISC GRINDING/HAUPPAUGE,No,Undefined,Rs.5557438.72,15,0,Rs.12192000.0,Rs.12192000.0,104,0,Societe Generale,No,1
237,New,2007,Rs.2032000.0,"Abby Grates, LLC",No,Urban,Rs.0.0,4,423320,Rs.4064000.0,Rs.4064000.0,126,0,Dhanlaxmi Bank Ltd.,No,0
238,New,1997,Rs.1007872.0,BRANDON GOLF,Yes,Undefined,Rs.775492.48,2,0,Rs.1259840.0,Rs.1259840.0,16,1,South Indian Bank Ltd.,No,1
239,New,2007,Rs.345440.0,Roseworld Productions Llc,No,Urban,Rs.300248.32,1,541810,Rs.406400.0,Rs.406400.0,105,0,Tamilnad Mercantile Bank Ltd.,No,0
240,New,2007,Rs.3048000.0,"F & M Heating and Cooling, LLC",No,Urban,Rs.0.0,10,238290,Rs.6096000.0,Rs.21721185.92,90,0,CSB Bank Limited,Yes,0
241,Existing,1998,Rs.6746240.0,"GARY MORITA, CPA",No,Undefined,Rs.0.0,2,0,Rs.6746240.0,Rs.6746240.0,360,1,Uttar Bihar Gramin Bank,No,0
242,New,2008,Rs.1016000.0,"Axiom Cost Estimating, LLC",No,Urban,Rs.1418336.0,1,541690,Rs.2032000.0,Rs.5539963.5200000005,38,0,Karur Vysya Bank Ltd.,Yes,1
243,Existing,2000,Rs.24384000.0,ABDO ENGINEERING COMPANY,No,Urban,Rs.0.0,5,0,Rs.32512000.0,Rs.32512000.0,180,1,Deutsche Bank,0,0
244,Existing,2001,Rs.10363200.0,"EDMOND FLOWERS, INC.",No,Urban,Rs.6818904.32,5,453110,Rs.12192000.0,Rs.12192000.0,64,1,HSBC Ltd #,No,1
245,New,2004,Rs.12801600.0,HEARTLAND HAM COMPANY,No,Urban,Rs.10695635.2,5,722211,Rs.14224000.0,Rs.14224000.0,81,1,PT Bank Maybank Indonesia TBK,No,1
246,New,2009,Rs.1219200.0,Namaste Med Spa LLC,No,Urban,Rs.2152294.4,3,621399,Rs.2438400.0,Rs.4618898.5600000005,46,0,Mizuho Bank Ltd.,Yes,1
247,New,2005,Rs.12728448.0,WIRELESS TOYZ,No,Urban,Rs.0.0,5,513322,Rs.16971264.0,Rs.16971264.0,162,89785,ESAF Small Finance Bank Ltd.,0,0
248,Existing,2001,Rs.8636000.0,HALL AUTOMOTIVE,Yes,Rural,Rs.0.0,4,441310,Rs.10160000.0,Rs.10160000.0,96,1,CSB Bank Limited,0,0
249,Existing,1990,Rs.5705856.0,OLA MACHINING,No,Undefined,Rs.0.0,2,0,Rs.6339840.0,Rs.6339840.0,450,1,Sumitomo Mitsui Banking Corporation,No,0
250,New,1994,Rs.6876288.0,KERBCO,No,Undefined,Rs.0.0,4,0,Rs.7640320.0,Rs.7640320.0,90,1,"MUFG Bank, Ltd.",No,0
251,Existing,1995,Rs.56828375.04,"TOWERY PUBLISHING, INC.",No,Undefined,Rs.0.0,36,0,Rs.69088000.0,Rs.69088000.0,180,1,Cooperatieve Rabobank U.A.,No,0
252,Existing,2008,Rs.2032000.0,"Regal Granite and Marble, Inc.",No,Urban,Rs.1914062.72,8,327991,Rs.4064000.0,Rs.4064000.0,2,0,Doha Bank,No,1
253,Existing,2006,Rs.406400.0,DELORES C. CAMPBELL REAL ESTAT,No,Rural,Rs.811824.64,3,531210,Rs.812800.0,Rs.812800.0,64,0,ICICI Bank Ltd.,No,1
254,Existing,2006,Rs.1137920.0,DOBSON PRODUCTS,No,Rural,Rs.1468729.6,1,454390,Rs.2275840.0,Rs.2275840.0,36,1,Dhanlaxmi Bank Ltd.,0,1
255,Existing,1994,Rs.17678400.0,"BENBROOK'S BRIGHT BEGINNINGS,I",No,Undefined,Rs.0.0,12,624410,Rs.23571200.0,Rs.23571200.0,360,1,Qatar National Bank SAQ,No,0
256,New,1999,Rs.26741120.0,START YOUR ENGINES (BRADENTON),No,Undefined,Rs.0.0,1,811118,Rs.26741120.0,Rs.26741120.0,360,1,JSC VTB Bank,No,0
257,Existing,2009,Rs.277323296.0,Richard M. Spyhalski dba Signa,No,Rural,Rs.2844800.0,4,238990,Rs.277323296.0,Rs.2844800.0,74,0,Sberbank,No,1
258,Existing,1995,Rs.5933440.0,WILSON MARSH EQUIPMENT COMPANY,No,Undefined,Rs.0.0,8,0,Rs.5933440.0,Rs.5933440.0,180,1,United Overseas Bank Ltd.,No,0
259,Existing,2001,Rs.105664000.0,REDONDO PIER LODGE,No,Urban,Rs.0.0,4,721110,Rs.105664000.0,Rs.105664000.0,360,1,FirstRand Bank Ltd.,No,0
260,New,1999,Rs.53340000.0,PENDING INC & PHROID INC,No,Urban,Rs.0.0,20,332312,Rs.71120000.0,Rs.71120000.0,342,1,Shinhan Bank,0,0
261,New,2010,Rs.1016000.0,"True Texas Designs, LLC",No,Urban,Rs.0.0,1,442110,Rs.2032000.0,Rs.2384104.96,68,0,Woori Bank,T,0
262,Existing,2008,Rs.1589024.0,FOX'S PIZZA DEN,No,Urban,Rs.0.0,5,722110,Rs.1869440.0,Rs.1869440.0,126,31415,KEB Hana Bank,0,0
263,New,2007,Rs.12496800.0,"D & G Enterprises, LLC.",No,Urban,Rs.11219972.48,1,722211,Rs.16662400.0,Rs.16662400.0,116,9050,Sumitomo Mitsui Banking Corporation,No,1
264,New,1997,Rs.11297920.0,"BRANBROOK, IN",No,Undefined,Rs.0.0,9,561510,Rs.11297920.0,Rs.11297920.0,375,1,Industrial Bank of Korea #,No,0
265,Existing,2008,Rs.609600.0,IAN S. ROLLISON,No,Rural,Rs.0.0,1,236115,Rs.1219200.0,Rs.1381353.6,126,0,Bank of Ceylon,Yes,0
266,New,2007,Rs.1016000.0,LBT STAMPING INC,No,Urban,Rs.0.0,4,332116,Rs.2032000.0,Rs.5179730.5600000005,126,0,IDBI Bank Limited,Yes,0
267,Existing,2006,Rs.1016000.0,Paulatrent Enterprises Inc,No,Urban,Rs.462564.48,9,561720,Rs.2032000.0,Rs.3823898.88,16,0,Credit Suisse A.G,Yes,1
268,Existing,2004,Rs.2926080.0,MYCKA CHIROPRACTIC,No,Urban,Rs.0.0,3,621310,Rs.5852160.0,Rs.5071872.0,90,1,IDBI Bank Limited,0,0
269,New,1998,Rs.4226560.0,WEAR ME OUT,Yes,Undefined,Rs.0.0,3,448130,Rs.5283200.0,Rs.5283200.0,90,1,CSB Bank Limited,No,0
270,New,2001,Rs.11795760.0,BEEF N BUN,No,Rural,Rs.9430512.0,5,722211,Rs.15727680.0,Rs.15727680.0,150,1,"CTBC Bank Co., Ltd.",No,1
271,Existing,2007,Rs.345440.0,"TRINITY LIFE ASSISTED LIVING,",No,Urban,Rs.283667.2,14,812199,Rs.406400.0,Rs.406400.0,105,0,FINO Payments Bank Ltd,No,1
272,Existing,2007,Rs.4064000.0,"LIGNITECH, INC.",No,Urban,Rs.0.0,8,321920,Rs.8128000.0,Rs.32334159.36,126,0,City Union Bank Ltd.,Yes,0
273,New,2001,Rs.12192000.0,"TOMA WATER SYSTEMS, INC.",No,Urban,Rs.0.0,2,561990,Rs.16256000.0,Rs.16256000.0,180,1,Cooperatieve Rabobank U.A.,No,0
274,Existing,2004,Rs.13594080.0,OSHKOSH PLATING SERVICES INC,No,Urban,Rs.0.0,6,332999,Rs.18125440.0,Rs.18125440.0,180,1,Export-Import Bank of India,0,0
275,Existing,1996,Rs.78906624.0,MARDEN SUSCO INCORPORATED,No,Undefined,Rs.0.0,57,0,Rs.105208832.0,Rs.105208832.0,450,1,IDBI Bank Limited,No,0
276,Existing,1990,Rs.8193024.0,CARSON PARK LIQUOR,No,Undefined,Rs.0.0,2,445310,Rs.9103360.0,Rs.9103360.0,162,1,Krung Thai Bank Public Co. Ltd. ,No,0
277,New,2007,Rs.12192000.0,"Molecular Independence, LLC",No,Urban,Rs.0.0,9,213112,Rs.24384000.0,Rs.24384000.0,126,0,Fincare Small Finance Bank Ltd.,No,0
278,New,2007,Rs.1036320.0,Cinema Cafe,No,Urban,Rs.0.0,1,722211,Rs.1219200.0,Rs.1219200.0,126,0,Tamilnad Mercantile Bank Ltd.,No,0
279,Existing,2005,Rs.10363200.0,THE GREEK GRILL,Yes,Urban,Rs.0.0,7,722211,Rs.12192000.0,Rs.12192000.0,126,1,Abu Dhabi Commercial Bank Ltd.,0,0
280,Existing,2006,Rs.690880.0,CAMARA'S MUSIC GALLERY,No,Urban,Rs.0.0,1,451140,Rs.1381760.0,Rs.1381760.0,90,0,City Union Bank Ltd.,No,0
281,Existing,2002,Rs.2032000.0,INTERCEPTOR LEGAL SUPPORT SERV,No,Urban,Rs.0.0,8,541199,Rs.4064000.0,Rs.5019040.0,90,1,Saurashtra Gramin Bank,Yes,0
282,New,2001,Rs.19629120.0,DRY CLEAN CITY,No,Urban,Rs.0.0,1,812320,Rs.26172160.0,Rs.26172160.0,184,1,Dhanlaxmi Bank Ltd.,No,0
